Year	Location	State	Entry	Grainyield	Testweight	Plantheight
2004	Dhakal	MN	SD3747	91.7	57.8	90
2004	Dhakal	MN	MN01333-A	88.9	60	93
2004	Dhakal	MN	SD3687	84.1	57.8	100
2004	Dhakal	MN	ND801	84	61.6	107
2004	Dhakal	MN	Verde	83.9	58.6	99
2004	Dhakal	MN	MN99436-6	81.5	60.2	95
2004	Dhakal	MN	ND800	80.6	60.7	106
2004	Dhakal	MN	SD3746	80.3	55.6	108
2004	Dhakal	MN	ND751	78.5	60.1	111
2004	Dhakal	MN	ND741	77.6	61.3	108
2004	Dhakal	MN	NDSW0347	77.2	59.5	101
2004	Dhakal	MN	N99-0241	74.9	58.5	101
2004	Dhakal	MN	MN01197	74.7	57	101
2004	Dhakal	MN	MN01311-A	74.4	59	107
2004	Dhakal	MN	MN00261-4	73	58.6	103
2004	Dhakal	MN	98S0127-06	72.9	58.2	91
2004	Dhakal	MN	96S0404-03	72.7	58.2	93
2004	Dhakal	MN	SD3618	71.5	60	102
2004	Dhakal	MN	97S0254-8-1	71.5	56.2	98
2004	Dhakal	MN	SD3668	70.5	59.7	108
2004	Dhakal	MN	WA007925	69.8	59	111
2004	Dhakal	MN	ND747	67.1	61.2	105
2004	Dhakal	MN	CA-902-701	67	61.1	91
2004	Dhakal	MN	CA-901-580W	66	60.2	113
2004	Dhakal	MN	Keene	65.2	59.6	122
2004	Dhakal	MN	SD3635	64.6	58.9	111
2004	Dhakal	MN	2375	63.9	60.1	105
2004	Dhakal	MN	BW828	61.7	60.1	91
2004	Dhakal	MN	MT0249	60.4	55.7	92
2004	Dhakal	MN	NDSW0217	59	60	116
2004	Dhakal	MN	Chris	55.7	58.5	123
2004	Dhakal	MN	BZ998-447W	55.7	52.5	101
2004	Dhakal	MN	NDSW0345	53.3	58.4	119
2004	Dhakal	MN	98S0051-1	52.3	56.7	98
2004	Dhakal	MN	MT0245	50.8	55.8	96
2004	Dhakal	MN	BW346	49.8	56.7	110
2004	Dhakal	MN	Marquis	47.7	57.4	119
2004	Dhakal	MN	ES63	46.9	55.9	103
2004	Dhakal	MN	BW341	45.9	59.2	110
2004	Dhakal	MN	WA007931	40.4	54	108
2004	Dinajpur	ND	SD3687	104.7	59.5	91
2004	Dinajpur	ND	98S0127-06	104.2	61.8	103
2004	Dinajpur	ND	97S0254-8-1	100.1	60.5	93
2004	Dinajpur	ND	96S0404-03	98.7	61.7	95
2004	Dinajpur	ND	MN01333-A	96.1	61.7	97
2004	Dinajpur	ND	MN01311-A	95.7	61.7	88
2004	Dinajpur	ND	98S0051-1	94.7	61.3	99
2004	Dinajpur	ND	MN99436-6	94.2	61.6	108
2004	Dinajpur	ND	BZ998-447W	94	58	88
2004	Dinajpur	ND	SD3746	92.7	56.8	97
2004	Dinajpur	ND	Verde	92.3	60.5	96
2004	Dinajpur	ND	2375	92.2	61.2	94
2004	Dinajpur	ND	CA-902-701	92.2	63.9	82
2004	Dinajpur	ND	NDSW0217	91.6	60.5	96
2004	Dinajpur	ND	SD3618	91	61	92
2004	Dinajpur	ND	SD3668	90.9	61.1	92
2004	Dinajpur	ND	ND801	90.8	62.2	88
2004	Dinajpur	ND	N99-0241	89.8	60	92
2004	Dinajpur	ND	SD3635	89.7	59.5	96
2004	Dinajpur	ND	ND800	89.7	61.3	88
2004	Dinajpur	ND	NDSW0347	88.6	60.1	91
2004	Dinajpur	ND	ND741	88.1	61.9	89
2004	Dinajpur	ND	ND747	88	64.3	89
2004	Dinajpur	ND	MN01197	87.7	58.5	85
2004	Dinajpur	ND	CA-901-580W	87.5	61.5	96
2004	Dinajpur	ND	SD3747	87	57.9	94
2004	Dinajpur	ND	MN00261-4	85.4	62.4	93
2004	Dinajpur	ND	BW341	85.4	60.9	91
2004	Dinajpur	ND	ND751	84.1	62.5	93
2004	Dinajpur	ND	Keene	81.7	60.5	91
2004	Dinajpur	ND	WA007931	81.7	58.6	91
2004	Dinajpur	ND	WA007925	79.3	58.4	90
2004	Dinajpur	ND	BW346	73.2	59.1	104
2004	Dinajpur	ND	NDSW0345	71.7	58.9	104
2004	Dinajpur	ND	ES63	70.3	56.1	94
2004	Dinajpur	ND	MT0249	67.2	56.8	89
2004	Dinajpur	ND	MT0245	64.4	54.9	81
2004	Dinajpur	ND	Chris	51.8	57.8	107
2004	Dinajpur	ND	Marquis	41	57.7	87
2004	Nilphamari	ND	SD3687	88	58.7	110
2004	Nilphamari	ND	NDSW0217	82.5	59.8	121
2004	Nilphamari	ND	MN00261-4	79.7	60	102
2004	Nilphamari	ND	97S0254-8-1	79.1	56.8	96
2004	Nilphamari	ND	MN01197	77.8	57.2	98
2004	Nilphamari	ND	Verde	77.8	57.7	99
2004	Nilphamari	ND	BW341	76.3	60.5	116
2004	Nilphamari	ND	SD3635	74.5	60.2	114
2004	Nilphamari	ND	MN99436-6	73.9	58.8	94
2004	Nilphamari	ND	2375	73.8	59.5	108
2004	Nilphamari	ND	N99-0241	73.2	57.2	97
2004	Nilphamari	ND	ND741	73.2	59.5	105
2004	Nilphamari	ND	WA007931	73	56.7	110
2004	Nilphamari	ND	NDSW0347	72.9	58	99
2004	Nilphamari	ND	98S0127-06	72.8	58.2	91
2004	Nilphamari	ND	SD3747	72.5	56	102
2004	Nilphamari	ND	SD3618	71.6	59	111
2004	Nilphamari	ND	SD3746	71.4	56.8	109
2004	Nilphamari	ND	ND800	71.2	58.8	110
2004	Nilphamari	ND	MN01311-A	71.1	57.5	101
2004	Nilphamari	ND	CA-902-701	70.9	60.8	97
2004	Nilphamari	ND	96S0404-03	70.8	56.8	92
2004	Nilphamari	ND	BW346	69.5	59.2	112
2004	Nilphamari	ND	SD3668	68.6	58.7	112
2004	Nilphamari	ND	BZ998-447W	67.3	55	99
2004	Nilphamari	ND	98S0051-1	66.9	58.3	102
2004	Nilphamari	ND	MN01333-A	66.3	58.3	93
2004	Nilphamari	ND	NDSW0345	65.3	58.5	124
2004	Nilphamari	ND	ND801	65	59.7	110
2004	Nilphamari	ND	BW828	64.3	59.2	103
2004	Nilphamari	ND	ND751	63.7	58.7	113
2004	Nilphamari	ND	WA007925	63.2	58	112
2004	Nilphamari	ND	ND747	62.6	61.5	110
2004	Nilphamari	ND	ES63	61.8	55.3	110
2004	Nilphamari	ND	MT0245	59.7	55.3	102
2004	Nilphamari	ND	Keene	59.5	59.3	130
2004	Nilphamari	ND	CA-901-580W	58.2	59.3	121
2004	Nilphamari	ND	Marquis	49.8	58.5	140
2004	Nilphamari	ND	Chris	48.6	56.8	129
2004	Nilphamari	ND	MT0249	40.8	54	92
2004	Kishorganj	ND	MN01197	68.9	61.9	79
2004	Kishorganj	ND	SD3687	67.4	62.6	84
2004	Kishorganj	ND	MT0245	67.3	62.6	80
2004	Kishorganj	ND	ND801	67.1	64.9	84
2004	Kishorganj	ND	ND741	66.2	63.7	82
2004	Kishorganj	ND	97S0254-8-1	65.9	63.1	72
2004	Kishorganj	ND	WA007925	64.3	63.6	90
2004	Kishorganj	ND	SD3635	64.2	63.6	85
2004	Kishorganj	ND	MN01311-A	64	63.7	80
2004	Kishorganj	ND	ND751	63.4	64.7	85
2004	Kishorganj	ND	98S0051-1	63.3	64	74
2004	Kishorganj	ND	ND800	63.2	64.2	83
2004	Kishorganj	ND	ES63	63	61.6	84
2004	Kishorganj	ND	WA007931	62.8	62.4	85
2004	Kishorganj	ND	BZ998-447W	62.6	60.1	76
2004	Kishorganj	ND	SD3668	62.4	64.2	87
2004	Kishorganj	ND	96S0404-03	61.5	63.6	62
2004	Kishorganj	ND	MN00261-4	61.4	64.1	77
2004	Kishorganj	ND	MN99436-6	61.1	63.8	72
2004	Kishorganj	ND	98S0127-06	61	64.2	68
2004	Kishorganj	ND	Verde	60.7	62.8	71
2004	Kishorganj	ND	Keene	60.7	63.3	95
2004	Kishorganj	ND	SD3618	60.6	63.1	91
2004	Kishorganj	ND	MT0249	60.5	61.4	75
2004	Kishorganj	ND	SD3746	60.4	62.2	79
2004	Kishorganj	ND	NDSW0345	60.4	63	94
2004	Kishorganj	ND	SD3747	59.6	62.2	70
2004	Kishorganj	ND	CA-901-580W	59.4	63.9	85
2004	Kishorganj	ND	2375	59.1	63.8	83
2004	Kishorganj	ND	N99-0241	59.1	62.5	73
2004	Kishorganj	ND	NDSW0347	59	63.6	72
2004	Kishorganj	ND	ND747	58.6	65	85
2004	Kishorganj	ND	Coteau	57.9	62.8	95
2004	Kishorganj	ND	CA-902-701	56.2	65.2	80
2004	Kishorganj	ND	MN01333-A	55.6	63.5	69
2004	Kishorganj	ND	BW346	52.3	62.1	95
2004	Kishorganj	ND	BW341	51.3	64.1	94
2004	Kishorganj	ND	NDSW0217	49.8	62.8	92
2004	Kishorganj	ND	Marquis	47.4	62.9	107
2004	Kishorganj	ND	Chris	43.9	61.3	100
2004	Mymensingh	ND	SD3687	75.7	59.1	104
2004	Mymensingh	ND	MN01311-A	70	61	94
2004	Mymensingh	ND	ND751	67.5	61.8	102
2004	Mymensingh	ND	97S0254-8-1	65.4	60.1	95
2004	Mymensingh	ND	MN99436-6	64.5	59.6	88
2004	Mymensingh	ND	ND801	63.5	61.7	100
2004	Mymensingh	ND	ND741	61.9	60.2	94
2004	Mymensingh	ND	SD3618	61.8	59	105
2004	Mymensingh	ND	N99-0241	61	58.3	88
2004	Mymensingh	ND	96S0404-03	60.3	58.9	87
2004	Mymensingh	ND	SD3746	60.1	56.3	93
2004	Mymensingh	ND	SD3635	59.6	58.7	104
2004	Mymensingh	ND	MN01333-A	57.7	59.5	88
2004	Mymensingh	ND	Verde	57.7	57.7	90
2004	Mymensingh	ND	SD3668	57.5	59.3	104
2004	Mymensingh	ND	98S0051-1	57.4	59.1	88
2004	Mymensingh	ND	MN01197	56.1	57.4	91
2004	Mymensingh	ND	ND747	55.9	63.2	105
2004	Mymensingh	ND	SD3747	54.7	54.5	91
2004	Mymensingh	ND	CA-901-580W	54.3	60.9	100
2004	Mymensingh	ND	MN00261-4	53.8	60.2	92
2004	Mymensingh	ND	ND800	52.8	60.4	95
2004	Mymensingh	ND	BW341	50.9	60	109
2004	Mymensingh	ND	CA-902-701	49.5	60.1	101
2004	Mymensingh	ND	2375	47.9	59.1	96
2004	Mymensingh	ND	BZ998-447W	47.7	52.5	94
2004	Mymensingh	ND	NDSW0347	46.2	57.6	97
2004	Mymensingh	ND	98S0127-06	45.9	57.1	83
2004	Mymensingh	ND	NDSW0217	44.7	57.9	110
2004	Mymensingh	ND	Keene	43.8	58.4	114
2004	Mymensingh	ND	Reeder	40	56.5	99
2004	Mymensingh	ND	BW346	38.8	56.5	105
2004	Mymensingh	ND	MT0245	37.4	55.8	93
2004	Mymensingh	ND	Marquis	36	58.4	117
2004	Mymensingh	ND	NDSW0345	35.7	59	111
2004	Mymensingh	ND	WA007925	35.2	56.1	104
2004	Mymensingh	ND	ES63	33	53.9	98
2004	Mymensingh	ND	WA007931	31.4	54.5	98
2004	Mymensingh	ND	Chris	25.3	54.2	113
2004	Mymensingh	ND	MT0249	21.3	53	88
2004	BAU	ND	WA007931	79.8	59.7	80
2004	BAU	ND	Keene	58	56.2	80
2004	BAU	ND	98S0127-06	57.8	59.9	65
2004	BAU	ND	BW346	57.5	58.2	77
2004	BAU	ND	ND741	57.5	60.3	79
2004	BAU	ND	NDSW0217	55.2	61.5	77
2004	BAU	ND	MN01197	54.5	58.4	69
2004	BAU	ND	MT0245	54.5	56	70
2004	BAU	ND	2375	53.5	59.5	65
2004	BAU	ND	MN01311-A	53.2	57.7	74
2004	BAU	ND	97S0254-8-1	53.1	54.6	65
2004	BAU	ND	ND800	53	60.6	75
2004	BAU	ND	WA007925	52.6	59.3	68
2004	BAU	ND	SD3618	52.2	60.1	73
2004	BAU	ND	BZ998-447W	51.9	55.4	68
2004	BAU	ND	SD3746	49.8	59.4	69
2004	BAU	ND	BW341	49.5	59.6	72
2004	BAU	ND	N99-0241	48.9	55.1	69
2004	BAU	ND	SD3747	48.6	59.2	65
2004	BAU	ND	98S0051-01	47.8	56.1	68
2004	BAU	ND	ES63	47.6	55.5	70
2004	BAU	ND	ND747	47.2	59.2	65
2004	BAU	ND	SD3687	47.2	56.2	71
2004	BAU	ND	ND801	46.7	58.1	72
2004	BAU	ND	NDSW0347	45.7	57.1	70
2004	BAU	ND	MT0249	45	59.7	65
2004	BAU	ND	ND751	44.8	56.6	79
2004	BAU	ND	Marquis	44.6	59.2	90
2004	BAU	ND	NDSW0345	43.7	56.8	71
2004	BAU	ND	MN01333-A	43	60.6	66
2004	BAU	ND	SD3668	42.6	60.4	71
2004	BAU	ND	Chris	42.4	58.2	78
2004	BAU	ND	Verde	41.9	59.7	69
2004	BAU	ND	96S0404-03	40.7	60.7	57
2004	BAU	ND	MN00261-4	40.6	56.8	65
2004	BAU	ND	SD3635	37.6	60.4	73
2004	BAU	ND	MN99436-6	36.9	58.8	63
2004	BAU	ND	CA-901-580W	36.1	60.4	73
2004	BAU	ND	CA-902-701	33.2	58.2	65
2004	RUET	ND	98S0127-06	58.9	60.3	73
2004	RUET	ND	Reeder	56.1	60.8	80
2004	RUET	ND	NDSW0345	56	61.7	91
2004	RUET	ND	MT0245	55.9	60.1	77
2004	RUET	ND	WA007931	55.8	60.5	85
2004	RUET	ND	SD3635	55.5	59.3	88
2004	RUET	ND	SD3746	55.3	58.3	79
2004	RUET	ND	ES63	55.2	58.9	83
2004	RUET	ND	BZ998-447W	54.8	57.9	75
2004	RUET	ND	SD3747	54.1	57.3	70
2004	RUET	ND	MT0249	53.8	59.5	70
2004	RUET	ND	NDSW0217	53.4	59	91
2004	RUET	ND	NDSW0347	53.1	60.6	78
2004	RUET	ND	2375	52.7	60.2	81
2004	RUET	ND	96S0404-03	52.7	59.6	66
2004	RUET	ND	MN01197	52.6	58.2	80
2004	RUET	ND	WA007925	52.3	59.3	84
2004	RUET	ND	SD3668	52.1	59.4	86
2004	RUET	ND	MN99436-6	51.9	59.1	72
2004	RUET	ND	BW341	51.7	59.5	88
2004	RUET	ND	SD3687	51.6	56.9	83
2004	RUET	ND	N99-0241	51.5	59.9	79
2004	RUET	ND	98S0051-1	51.5	60.3	72
2004	RUET	ND	SD3618	51.4	59.1	84
2004	RUET	ND	ND800	50.7	59.4	85
2004	RUET	ND	ND751	50.4	61.5	87
2004	RUET	ND	ND747	50.3	62.8	86
2004	RUET	ND	Parshall	49.9	60.3	86
2004	RUET	ND	MN01333-A	49.8	59.7	66
2004	RUET	ND	Verde	49.7	59.1	77
2004	RUET	ND	MN01311-A	48.7	60.9	81
2004	RUET	ND	97S0254-8-1	48.5	59.6	71
2004	RUET	ND	ND741	48	59.8	81
2004	RUET	ND	ND801	47.9	61.3	82
2004	RUET	ND	CA-902-701	47.6	60.6	76
2004	RUET	ND	MN00261-4	47	60.8	73
2004	RUET	ND	Keene	46.1	60.5	91
2004	RUET	ND	BW828	45.9	57.7	97
2004	RUET	ND	BW346	45.6	57.1	83
2004	RUET	ND	Marquis	44.6	58.9	105
2004	RUET	ND	Chris	42.7	57.9	98
2004	RUET	ND	CA-901-580W	40.6	60	90
2004	BUET	SD	MN01311-A	59.2	60.5	94
2004	BUET	SD	BZ998-447W	57.7	58	88
2004	BUET	SD	SD3746	57.7	59.2	93
2004	BUET	SD	MN01197	57.7	59.1	89
2004	BUET	SD	MN99436-6	57.3	60.3	85
2004	BUET	SD	MN00261-4	54.8	60.7	89
2004	BUET	SD	SD3687	54.6	58.5	97
2004	BUET	SD	Verde	54.2	59.9	88
2004	BUET	SD	MT0245	54.2	57.2	92
2004	BUET	SD	SD3747	53.9	59.3	86
2004	BUET	SD	MT0249	53.9	57.9	87
2004	BUET	SD	SD3635	53.2	60.2	100
2004	BUET	SD	WA007925	52.6	59.7	101
2004	BUET	SD	ND800	52.4	58.3	96
2004	BUET	SD	ND801	52.3	61.4	100
2004	BUET	SD	SD3668	51.1	60	99
2004	BUET	SD	97S0254-8-1	50.8	59.4	83
2004	BUET	SD	N99-0241	50.6	59.2	83
2004	BUET	SD	2375	50.6	60.9	92
2004	BUET	SD	SD3618	50.6	60.8	99
2004	BUET	SD	96S0404-03	50.6	60.8	76
2004	BUET	SD	98S0127-06	50.1	60.3	81
2004	BUET	SD	ND741	49.7	59.4	93
2004	BUET	SD	BRIGGS	49.3	60	94
2004	BUET	SD	WA007931	48.7	58.6	96
2004	BUET	SD	BW341	48.6	59.2	104
2004	BUET	SD	ND751	48.4	60.3	98
2004	BUET	SD	MN01333-A	48.4	60.2	81
2004	BUET	SD	98S0051-1	47.6	60.6	86
2004	BUET	SD	ES63	47.4	58.8	90
2004	BUET	SD	CA-901-580W	46.9	61.6	104
2004	BUET	SD	NDSW0347	45.4	58.8	87
2004	BUET	SD	NDSW0345	44.2	56.4	104
2004	BUET	SD	CA-902-701	43.3	60.5	90
2004	BUET	SD	BW346	42.5	57.4	109
2004	BUET	SD	ND747	41.9	56.8	94
2004	BUET	SD	NDSW0217	39.2	58.7	102
2004	BUET	SD	Chris	38.9	55.4	111
2004	BUET	SD	Marquis	38.6	55.8	113
2004	BUET	SD	Keene	38	59.2	112
2004	DU	SD	Verde	74.6	60.5	89
2004	DU	SD	98S0127-06	70.1	58.8	84
2004	DU	SD	SD3618	69.9	60	100
2004	DU	SD	ND751	69.9	60.1	103
2004	DU	SD	ND801	69.6	61.9	93
2004	DU	SD	MN00261-4	69	61.3	84
2004	DU	SD	96S0404-03	68.8	59.7	77
2004	DU	SD	ND747	68.4	61.8	97
2004	DU	SD	SD3687	68.4	57.4	88
2004	DU	SD	97S0254-8-1	68.2	59.2	85
2004	DU	SD	MN99436-6	67.8	60	84
2004	DU	SD	ND741	67.5	59.3	99
2004	DU	SD	ND800	65	58.8	91
2004	DU	SD	MN01311-A	64.8	60.7	88
2004	DU	SD	98S0051-1	64.4	59.5	92
2004	DU	SD	MN01197	62.8	56.8	89
2004	DU	SD	BW341	61.1	58.8	108
2004	DU	SD	SD3668	60	59.3	92
2004	DU	SD	SD3635	59.6	58.4	89
2004	DU	SD	N99-0241	59.6	57.4	88
2004	DU	SD	BRIGGS	59.4	58.6	93
2004	DU	SD	NDSW0217	59	58.4	101
2004	DU	SD	2375	57.9	59.6	90
2004	DU	SD	NDSW0347	57.5	58.2	87
2004	DU	SD	CA-902-701	56.3	60.7	87
2004	DU	SD	SD3747	56.3	57.4	78
2004	DU	SD	SD3746	55.4	55.1	89
2004	DU	SD	BW346	55.3	58	108
2004	DU	SD	MN01333-A	52	59.9	78
2004	DU	SD	WA007925	51.8	56.7	95
2004	DU	SD	MT0245	50.7	55.7	87
2004	DU	SD	Keene	49.9	57.4	112
2004	DU	SD	CA-901-580W	47.3	58.8	91
2004	DU	SD	MT0249	47	55.6	91
2004	DU	SD	BZ998-447W	46.8	54.1	88
2004	DU	SD	WA007931	46.2	53.4	98
2004	DU	SD	NDSW0345	41	52.6	107
2004	DU	SD	ES63	40.4	53	93
2004	DU	SD	Chris	39	56.2	116
2004	DU	SD	Marquis	28.5	54.1	107
2004	CUET	SD	SD3687	72.7	59.1	98
2004	CUET	SD	SD3635	65.8	58.8	97
2004	CUET	SD	BRIGGS	64.7	61	94
2004	CUET	SD	MN01311-A	64.5	59.7	89
2004	CUET	SD	SD3618	64.2	61.9	99
2004	CUET	SD	SD3668	63.8	59.9	97
2004	CUET	SD	SD3746	63.7	57.6	91
2004	CUET	SD	ND801	63.6	60.3	93
2004	CUET	SD	Verde	63.3	59.9	86
2004	CUET	SD	MN01197	62.4	58.8	90
2004	CUET	SD	ND751	60.8	59.2	97
2004	CUET	SD	ND800	60.6	59.1	95
2004	CUET	SD	96S0404-03	60	58.6	75
2004	CUET	SD	2375	59.7	60.7	93
2004	CUET	SD	MN00261-4	59.7	59.6	90
2004	CUET	SD	ND741	59.6	59	90
2004	CUET	SD	ND747	59.3	56	95
2004	CUET	SD	98S0051-1	59.3	58.3	86
2004	CUET	SD	NDSW0347	59.1	58.8	93
2004	CUET	SD	MN99436-6	59.1	60.8	82
2004	CUET	SD	SD3747	58	57.6	84
2004	CUET	SD	98S0127-06	57.7	59.9	81
2004	CUET	SD	CA-901-580W	56.5	61.1	99
2004	CUET	SD	N99-0241	54.9	58.4	85
2004	CUET	SD	BW341	54.2	59.5	107
2004	CUET	SD	BZ998-447W	53.5	54.8	87
2004	CUET	SD	NDSW0217	52.2	58.4	101
2004	CUET	SD	CA-902-701	52	62.2	81
2004	CUET	SD	MN01333-A	51.2	58	78
2004	CUET	SD	97S0254-8-1	51.1	53.7	87
2004	CUET	SD	Keene	49.8	56.4	110
2004	CUET	SD	BW346	49.4	58.8	103
2004	CUET	SD	WA007931	48.3	56.3	99
2004	CUET	SD	ES63	48.2	57.2	97
2004	CUET	SD	WA007925	45.4	58.9	98
2004	CUET	SD	NDSW0345	45	50	102
2004	CUET	SD	MT0245	43.4	54.8	85
2004	CUET	SD	Chris	40	58.2	109
2004	CUET	SD	MT0249	37.4	55.8	82
2004	CUET	SD	Marquis	27.8	54.1	104
2004	MIT	WY	WA007931	151.5	59.2	91
2004	MIT	WY	WA007925	142.3	61.4	93
2004	MIT	WY	2375	136	60	95
2004	MIT	WY	MN01311-A	135.1	61.2	94
2004	MIT	WY	SD3635	132.1	58.5	95
2004	MIT	WY	BZ998-447W	131.3	57.4	94
2004	MIT	WY	MT0249	129.3	60.4	86
2004	MIT	WY	ND801	128.9	63.1	95
2004	MIT	WY	96S0404-03	128.1	62.2	73
2004	MIT	WY	97S0254-8-1	128.1	57.5	83
2004	MIT	WY	98S0051-1	127.8	59.1	85
2004	MIT	WY	Verde	127	60	85
2004	MIT	WY	NDSW0347	126.9	60.8	89
2004	MIT	WY	SD3687	126.4	60.2	87
2004	MIT	WY	MN00261-4	124.3	61.2	91
2004	MIT	WY	BW341	123.8	60.5	97
2004	MIT	WY	98S0127-06	123.3	62.2	77
2004	MIT	WY	ES63	123.1	60.9	95
2004	MIT	WY	MN01333-A	122.9	60.4	79
2004	MIT	WY	MT0245	122.8	57.1	80
2004	MIT	WY	ND741	122	61.9	91
2004	MIT	WY	MN99436-6	121.6	61.3	82
2004	MIT	WY	SD3747	121.1	61.7	90
2004	MIT	WY	ND751	120.8	59.9	92
2004	MIT	WY	MN01197	120.4	61.3	89
2004	MIT	WY	SD3746	120.3	59.4	91
2004	MIT	WY	N99-0241	119.7	60.4	85
2004	MIT	WY	ND747	119.7	63.1	91
2004	MIT	WY	ND800	116.2	60.1	88
2004	MIT	WY	CA-901-580W	115.2	61.4	98
2004	MIT	WY	NDSW0217	114.6	61.5	101
2004	MIT	WY	Keene	114.2	60.8	105
2004	MIT	WY	NDSW0345	112.8	57	107
2004	MIT	WY	SD3668	109.6	57.9	94
2004	MIT	WY	BW346	108.8	60.3	96
2004	MIT	WY	SD3618	107.4	62.1	95
2004	MIT	WY	Chris	107.2	58	107
2004	MIT	WY	CA-902-701	104.1	62.3	80
2004	MIT	WY	Marquis	96	57.5	111
2004	GTI	MT	MT0245	91.9	59.8	92
2004	GTI	MT	BZ998-447W	90.2	58.4	96
2004	GTI	MT	NDSW0347	86.9	59.9	96
2004	GTI	MT	MT0249	85.1	59.9	90
2004	GTI	MT	ND747	81.7	63	107
2004	GTI	MT	98S0051-1	81.3	60.3	89
2004	GTI	MT	98S0127-06	80.6	60	83
2004	GTI	MT	SD3747	80.4	60.4	90
2004	GTI	MT	MN01311-A	80.2	61	97
2004	GTI	MT	MN99436-6	80.2	60.6	90
2004	GTI	MT	SD3746	79.7	59.2	99
