Year	Location	State	Entry	Grainyield	Testweight	Plantheight
2006	SwiftCurrent	CAN	MN03358-4	55.4	62.2	75
2006	SwiftCurrent	CAN	Verde	55.2	61.6	72
2006	SwiftCurrent	CAN	SD3943	54.6	62.3	79
2006	SwiftCurrent	CAN	MT0415	52.8	61.5	77
2006	SwiftCurrent	CAN	Keene	52.8	62.6	84
2006	SwiftCurrent	CAN	98S0113-20-23	52.7	62.5	67
2006	SwiftCurrent	CAN	ND04/3-18	52.6	61.8	77
2006	SwiftCurrent	CAN	NDSW0449	52	62.5	77
2006	SwiftCurrent	CAN	MN02255	51.2	60.8	75
2006	SwiftCurrent	CAN	NDSW0430	51.1	63.2	76
2006	SwiftCurrent	CAN	SD3944	50.7	61.6	80
2006	SwiftCurrent	CAN	ND04/3-21	50.6	61	82
2006	SwiftCurrent	CAN	SD3868	50.5	59	82
2006	SwiftCurrent	CAN	BW864	49.7	61.5	79
2006	SwiftCurrent	CAN	99S0362-21	49.6	62.4	63
2006	SwiftCurrent	CAN	BW379	49	60.9	79
2006	SwiftCurrent	CAN	MN02072-7	49	62.1	70
2006	SwiftCurrent	CAN	2375	48.7	61.1	75
2006	SwiftCurrent	CAN	WA007998	48.4	62.1	75
2006	SwiftCurrent	CAN	ND04/3-19	48.4	59	71
2006	SwiftCurrent	CAN	ND03/1-13	48.4	60.1	76
2006	SwiftCurrent	CAN	SD3851	47.9	61.8	79
2006	SwiftCurrent	CAN	MN02252-A	47.8	61.4	73
2006	SwiftCurrent	CAN	ND04/3-20	47.8	60	82
2006	SwiftCurrent	CAN	PT436	47.3	62.3	83
2006	SwiftCurrent	CAN	SD4001	46.3	61.6	79
2006	SwiftCurrent	CAN	BW342	45.8	62.9	79
2006	SwiftCurrent	CAN	CA905-752	45.5	61.2	67
2006	SwiftCurrent	CAN	NE-108-46	44.9	61.3	68
2006	SwiftCurrent	CAN	NE-188-24	44.9	59	69
2006	SwiftCurrent	CAN	MN03306-1	44.7	62.3	75
2006	SwiftCurrent	CAN	NDSW0481	43.5	59.6	78
2006	SwiftCurrent	CAN	05MSP5	43	63	68
2006	SwiftCurrent	CAN	CA902-704	41.9	64.2	66
2006	SwiftCurrent	CAN	CA905-751	41.8	59.5	61
2006	SwiftCurrent	CAN	Chris	37.6	60.3	87
2006	SwiftCurrent	CAN	Marquis	36.1	60.6	91
2006	SwiftCurrent	CAN	BZ901-543W	NA	NA	NA
2006	Rangpur	MN	SD3943	88.2	62.6	86
2006	Rangpur	MN	NDSW0430	84.3	63.3	83
2006	Rangpur	MN	MT0416	83.9	61.6	82
2006	Rangpur	MN	SD3944	83.1	61.9	91
2006	Rangpur	MN	WA007998	80.4	61.3	84
2006	Rangpur	MN	BZ901-543W	79.8	61.2	87
2006	Rangpur	MN	BW864	79.3	63.2	87
2006	Rangpur	MN	ND04/3-18	78.4	64	90
2006	Rangpur	MN	SD3868	77.2	59.6	95
2006	Rangpur	MN	MN03358-4	76.8	60.6	80
2006	Rangpur	MN	SD3851	76.7	62.6	94
2006	Rangpur	MN	ND04/3-21	76.2	64	87
2006	Rangpur	MN	CA905-752	75.8	61.9	76
2006	Rangpur	MN	MN02252-A	75.8	61.3	88
2006	Rangpur	MN	BW379	74.9	63.5	82
2006	Rangpur	MN	NE-108-46	74.3	60.3	75
2006	Rangpur	MN	99S0362-21	74	62.7	71
2006	Rangpur	MN	98S0113-20-23	74	62.3	72
2006	Rangpur	MN	MN02255	72.9	61.1	82
2006	Rangpur	MN	ND03/1-13	72.9	61.3	88
2006	Rangpur	MN	ND04/3-20	72.5	59.9	95
2006	Rangpur	MN	98S0051-1-14	71.9	62.7	75
2006	Rangpur	MN	MT0415	71.9	61.5	88
2006	Rangpur	MN	2375	71.8	62.6	88
2006	Rangpur	MN	NDSW0449	71	61.1	81
2006	Rangpur	MN	ND04/3-19	70.4	59.8	83
2006	Rangpur	MN	SD4001	70.3	62.2	88
2006	Rangpur	MN	MN03306-1	69.3	62	84
2006	Rangpur	MN	PT436	69.3	61.5	86
2006	Rangpur	MN	Verde	68.6	59.1	79
2006	Rangpur	MN	CA905-751	68.3	59.4	70
2006	Rangpur	MN	BW342	68.1	63.2	85
2006	Rangpur	MN	MN02072-7	66.9	62.7	79
2006	Rangpur	MN	CA902-704	66.5	62.6	76
2006	Rangpur	MN	NDSW0481	66.4	61.2	86
2006	Rangpur	MN	NE-188-24	63	53.9	79
2006	Rangpur	MN	05MSP5	59.5	61.3	78
2006	Rangpur	MN	Keene	57.9	59.5	99
2006	Rangpur	MN	Chris	52.7	58.8	100
2006	Rangpur	MN	Marquis	48.4	58.9	97
2006	Rajshahi	MN	NE-188-24	84.1	61.5	80
2006	Rajshahi	MN	MN03358-4	79.6	64.2	78
2006	Rajshahi	MN	CA905-752	79.1	63.6	75
2006	Rajshahi	MN	98S0051-1-14	77.7	64	77
2006	Rajshahi	MN	ND04/3-20	76.9	63.6	99
2006	Rajshahi	MN	WA007998	76.8	58.5	84
2006	Rajshahi	MN	SD3868	75.6	62.5	89
2006	Rajshahi	MN	BZ901-543W	75.1	63.3	81
2006	Rajshahi	MN	ND04/3-19	72.2	63.3	80
2006	Rajshahi	MN	MN02252-A	71.9	63.9	81
2006	Rajshahi	MN	CA905-751	71.7	61.8	73
2006	Rajshahi	MN	05MSP5	71.3	64.6	80
2006	Rajshahi	MN	MT0415	70.7	63.6	86
2006	Rajshahi	MN	NDSW0430	70.3	64.2	78
2006	Rajshahi	MN	NDSW0481	69.9	62.9	84
2006	Rajshahi	MN	SD4001	69.9	64.2	79
2006	Rajshahi	MN	MN02255	69.5	63.5	80
2006	Rajshahi	MN	MN02072-7	69.4	65	72
2006	Rajshahi	MN	BW864	69	64.2	79
2006	Rajshahi	MN	SD3943	68.7	64	80
2006	Rajshahi	MN	Verde	68.6	63	80
2006	Rajshahi	MN	NE-108-46	68.3	63.2	80
2006	Rajshahi	MN	ND04/3-18	67.4	65.1	80
2006	Rajshahi	MN	BW379	66.8	64.7	86
2006	Rajshahi	MN	ND04/3-21	66.5	64.9	85
2006	Rajshahi	MN	SD3851	64.9	65	83
2006	Rajshahi	MN	2375	64.5	63.9	72
2006	Rajshahi	MN	Keene	63.7	63.9	94
2006	Rajshahi	MN	98S0113-20-23	63.6	63.3	69
2006	Rajshahi	MN	BW342	63	64.3	90
2006	Rajshahi	MN	99S0362-21	62.9	63.6	72
2006	Rajshahi	MN	ND03/1-13	62.4	64	87
2006	Rajshahi	MN	MT0416	62.3	63.3	75
2006	Rajshahi	MN	CA902-704	62	64.3	75
2006	Rajshahi	MN	SD3944	61.6	63.5	81
2006	Rajshahi	MN	NDSW0449	61.2	63	89
2006	Rajshahi	MN	PT436	61.2	62.9	95
2006	Rajshahi	MN	MN03306-1	58.8	63.7	75
2006	Rajshahi	MN	Chris	54.9	62	97
2006	Rajshahi	MN	Marquis	54.1	62.7	107
2006	Sabin	MN	MN02255	51.6	61.4	84
2006	Sabin	MN	SD3868	49.5	60.7	89
2006	Sabin	MN	SD3851	47.9	62.7	86
2006	Sabin	MN	MN03358-4	47.3	61.4	84
2006	Sabin	MN	ND04/3-21	47.3	62.6	79
2006	Sabin	MN	ND04/3-18	47.2	62.5	76
2006	Sabin	MN	MN02252-A	46.9	61.3	86
2006	Sabin	MN	BW864	46.4	62.1	81
2006	Sabin	MN	BZ901-543W	46.4	59.9	86
2006	Sabin	MN	98S0113-20-23	46.3	60.4	69
2006	Sabin	MN	SD3944	46.3	60.4	86
2006	Sabin	MN	SD4001	46.2	61.6	81
2006	Sabin	MN	CA905-752	46	59.6	71
2006	Sabin	MN	ND03/1-13	45.4	61.8	81
2006	Sabin	MN	99S0362-21	45	61.3	74
2006	Sabin	MN	BW379	44.9	62.7	86
2006	Sabin	MN	MN02072-7	44.6	62.7	74
2006	Sabin	MN	MT0415	44.6	60.6	81
2006	Sabin	MN	NDSW0430	44.3	62.7	81
2006	Sabin	MN	WA007998	44	58.5	81
2006	Sabin	MN	2375	43.5	61.9	84
2006	Sabin	MN	NE-108-46	43.2	59.2	76
2006	Sabin	MN	NDSW0449	43.1	61.5	86
2006	Sabin	MN	05MSP5	42.8	61.2	79
2006	Sabin	MN	98S0051-1-14	42.8	61.9	79
2006	Sabin	MN	Verde	42.1	59.8	76
2006	Sabin	MN	ND04/3-20	41.7	60.2	91
2006	Sabin	MN	CA902-704	41.4	61.5	76
2006	Sabin	MN	NDSW0481	41.2	60.6	91
2006	Sabin	MN	NE-188-24	41.2	57.1	74
2006	Sabin	MN	ND04/3-19	41	59.9	81
2006	Sabin	MN	SD3943	40.6	61.2	86
2006	Sabin	MN	CA905-751	40.2	58.5	71
2006	Sabin	MN	MT0416	39.8	60.6	76
2006	Sabin	MN	Keene	38.9	61	89
2006	Sabin	MN	MN03306-1	38.1	60.3	76
2006	Sabin	MN	PT436	35.6	60.3	91
2006	Sabin	MN	BW342	33.2	61.4	89
2006	Sabin	MN	Marquis	31.5	60.3	109
2006	Sabin	MN	Chris	30.1	59.4	104
2006	Dhakal	MN	MN03358-4	86.4	58.5	83
2006	Dhakal	MN	MN02252-A	83.2	58.4	87
2006	Dhakal	MN	SD3868	83.1	56.7	97
2006	Dhakal	MN	CA905-752	82.8	58.1	76
2006	Dhakal	MN	MN02072-7	82.2	60.6	76
2006	Dhakal	MN	SD3944	81.3	57.8	83
2006	Dhakal	MN	MT0415	80.2	58.9	88
2006	Dhakal	MN	Verde	80.1	57.1	83
2006	Dhakal	MN	MN02255	79.5	58.8	83
2006	Dhakal	MN	PT436	79.1	57.4	94
2006	Dhakal	MN	SD4001	78.8	58.7	88
2006	Dhakal	MN	ND04/3-20	78.6	58.7	100
2006	Dhakal	MN	BZ901-543W	77.2	56.8	86
2006	Dhakal	MN	ND04/3-21	77.1	60.9	85
2006	Dhakal	MN	SD3943	77.1	58.4	84
2006	Dhakal	MN	BW379	76.7	59.4	87
2006	Dhakal	MN	Keene	76.2	58.9	95
2006	Dhakal	MN	WA007998	76.1	55.7	79
2006	Dhakal	MN	ND04/3-18	75.9	59.6	80
2006	Dhakal	MN	MT0416	75.4	58.5	81
2006	Dhakal	MN	ND04/3-19	74.8	57.4	89
2006	Dhakal	MN	98S0113-20-23	74.6	59.4	69
2006	Dhakal	MN	NE-108-46	74.2	56.3	76
2006	Dhakal	MN	BW864	74	58.9	87
2006	Dhakal	MN	NDSW0481	73.7	58.2	90
2006	Dhakal	MN	NDSW0430	73.3	59.1	86
2006	Dhakal	MN	99S0362-21	73.3	58.2	74
2006	Dhakal	MN	CA902-704	72.7	59.9	80
2006	Dhakal	MN	BW342	72.5	58.7	89
2006	Dhakal	MN	98S0051-1-14	71.5	58.5	76
2006	Dhakal	MN	MN03306-1	71.3	59.2	79
2006	Dhakal	MN	05MSP5	70.8	58.5	83
2006	Dhakal	MN	CA905-751	70.5	56.1	76
2006	Dhakal	MN	SD3851	70.2	60.6	89
2006	Dhakal	MN	2375	69.5	58.4	81
2006	Dhakal	MN	ND03/1-13	68.6	59.2	85
2006	Dhakal	MN	NDSW0449	65.7	58	92
2006	Dhakal	MN	NE-188-24	63.2	53.9	81
2006	Dhakal	MN	Chris	56.3	56.8	103
2006	Dhakal	MN	Marquis	49	56.7	107
2006	GTI	MT	MT0416	67.9	59.1	86
2006	GTI	MT	BZ901-543W	67.9	59.3	84
2006	GTI	MT	MT0415	67.8	58.3	87
2006	GTI	MT	WA7998	67.4	56.3	81
2006	GTI	MT	BW864	65.5	60.1	88
2006	GTI	MT	MN03358-4	65.5	59.2	90
2006	GTI	MT	MN02255	64.8	59	85
2006	GTI	MT	MN02252-A	63.1	57.9	88
2006	GTI	MT	NE-108-46	62.6	58.8	80
2006	GTI	MT	98S0051-1-14	62.5	59.9	81
2006	GTI	MT	BW379	62.3	61.5	88
2006	GTI	MT	SD3944	61.5	59	94
2006	GTI	MT	2375	61	59	89
2006	GTI	MT	NE-188-24	61	53.6	80
2006	GTI	MT	SD3851	61	61.8	90
2006	GTI	MT	SD3943	60.2	59.2	92
2006	GTI	MT	MN03306-1	59.3	59.6	85
2006	GTI	MT	BW342	59.2	60.1	95
2006	GTI	MT	PT436	58.9	59.5	100
2006	GTI	MT	Verde	58.6	56.8	76
2006	GTI	MT	SD3868	58.5	58	94
2006	GTI	MT	ND03/1-13	57.7	60.3	87
2006	GTI	MT	99S0362-21	57.5	60.4	78
2006	GTI	MT	SD4001	56.6	58.5	89
2006	GTI	MT	MN02072-7	56.5	60.1	75
2006	GTI	MT	Keene	55.4	60.5	107
2006	GTI	MT	ND04/3-19	55.2	56	86
2006	GTI	MT	NDSW0430	54.5	60.8	88
2006	GTI	MT	ND04/3-20	54.1	57.7	102
2006	GTI	MT	CA905-751	54	56	74
2006	GTI	MT	98S0113-20-23	53.3	59.6	74
2006	GTI	MT	CA905-752	52.6	55	78
2006	GTI	MT	ND04/3-21	51.7	59.4	89
2006	GTI	MT	ND04/3-18	51.6	61	87
2006	GTI	MT	CA902-704	51.3	59.3	85
2006	GTI	MT	NDSW0449	50.6	58.8	93
2006	GTI	MT	Chris	47.1	58.5	112
2006	GTI	MT	05MSP5	44.7	58.2	85
2006	GTI	MT	NDSW0481	44.5	57.2	89
2006	GTI	MT	Marquis	42.3	57.9	118
2006	Sidney	MT	SD3868	57.7	58.8	78
2006	Sidney	MT	MT0416	57.6	60.7	72
2006	Sidney	MT	WA007998	55.4	58.7	72
2006	Sidney	MT	NE-108-46	54.4	58.8	71
2006	Sidney	MT	Verde	54	59.5	71
2006	Sidney	MT	SD3944	53.4	60.2	77
2006	Sidney	MT	Keene	53.2	59.8	90
2006	Sidney	MT	MN02255	53.1	60.3	69
2006	Sidney	MT	MN03358-4	53.1	60.3	70
2006	Sidney	MT	NDSW0430	53	61.7	73
2006	Sidney	MT	ND04/3-20	52.8	58.2	77
2006	Sidney	MT	MN02252-A	52.5	60.5	75
2006	Sidney	MT	BZ901-543W	52.3	59.5	74
2006	Sidney	MT	MT0415	52.3	60.7	73
2006	Sidney	MT	SD3851	52	62.8	75
2006	Sidney	MT	MN02072-7	51.9	61.3	65
2006	Sidney	MT	NE-188-24	51.6	55.7	69
2006	Sidney	MT	ND04/3-18	51.3	61.5	72
2006	Sidney	MT	2375	51.1	60	73
2006	Sidney	MT	ND03/1-13	50.8	61	74
2006	Sidney	MT	ND04/3-19	50.6	59.3	75
2006	Sidney	MT	CA905-752	50.1	59.7	62
2006	Sidney	MT	98S0113-20-23	49.9	61.7	66
2006	Sidney	MT	SD4001	49.3	59.7	77
2006	Sidney	MT	05MSP5	48.8	60.3	71
2006	Sidney	MT	PT436	47.3	59.5	82
2006	Sidney	MT	98S0051-1-14	47.2	61.5	68
2006	Sidney	MT	99S0362-21	47.2	61.3	61
2006	Sidney	MT	MN03306-1	46.9	60.7	67
2006	Sidney	MT	SD3943	46.5	61	74
2006	Sidney	MT	BW864	46.3	61	71
2006	Sidney	MT	CA905-751	45.5	57.7	66
2006	Sidney	MT	CA902-704	44.5	61.3	74
2006	Sidney	MT	BW379	43.7	61.7	74
2006	Sidney	MT	NDSW0481	42.7	59	76
2006	Sidney	MT	ND04/3-21	41.7	61.7	71
2006	Sidney	MT	Chris	41.5	57.7	92
2006	Sidney	MT	BW342	41.4	60.8	77
2006	Sidney	MT	NDSW0449	40.4	60	76
2006	Sidney	MT	Marquis	36.4	58	96
2006	Sidney	NE	NE-188-24	66	58.5	66
2006	Sidney	NE	CA905-752	65.3	61	64
2006	Sidney	NE	MT0416	65.3	61	69
2006	Sidney	NE	SD3868	65	60.4	76
2006	Sidney	NE	MN03358-4	63.3	61.9	64
2006	Sidney	NE	SD3943	63.3	62.7	71
2006	Sidney	NE	Verde	62.5	60.6	61
2006	Sidney	NE	BW864	62.3	62	71
2006	Sidney	NE	ND04/3-19	61.8	60.5	69
2006	Sidney	NE	MN02255	61.2	62.2	66
2006	Sidney	NE	98S0051-1-14	60.8	62.1	64
2006	Sidney	NE	BZ901-543W	60.8	61	66
2006	Sidney	NE	NE-108-46	60.2	60.6	64
2006	Sidney	NE	ND04/3-20	59.8	60.5	69
2006	Sidney	NE	WA007998	59.8	60.3	64
2006	Sidney	NE	SD3944	59.2	61.5	69
2006	Sidney	NE	ND04/3-18	58.8	62.8	74
2006	Sidney	NE	NDSW0481	58.8	60.6	71
2006	Sidney	NE	NDSW0430	58.5	62.6	69
2006	Sidney	NE	MT0415	58.2	62	69
2006	Sidney	NE	MN02252-A	56.8	60.5	69
2006	Sidney	NE	BW342	56.5	61.7	71
2006	Sidney	NE	MN02072-7	56.5	62.3	64
2006	Sidney	NE	SD4001	55.5	62.3	66
2006	Sidney	NE	05MSP5	55.2	62.4	64
2006	Sidney	NE	CA905-751	54.8	58.7	58
2006	Sidney	NE	Keene	54.8	61.2	74
2006	Sidney	NE	NDSW0449	54.8	60.5	66
2006	Sidney	NE	SD3851	54.2	63.5	76
2006	Sidney	NE	MN03306-1	53.5	61.7	66
2006	Sidney	NE	2375	52.5	61.9	66
2006	Sidney	NE	PT436	51.8	61.1	79
2006	Sidney	NE	CA902-704	50	63.4	64
2006	Sidney	NE	ND03/1-13	49.3	61.8	71
2006	Sidney	NE	ND04/3-21	49	62.1	66
2006	Sidney	NE	BW379	48.7	62.9	71
2006	Sidney	NE	98S0113-20-23	48	61.3	61
2006	Sidney	NE	Marquis	47	59.9	79
2006	Sidney	NE	99S0362-21	45.7	61.9	61
2006	Sidney	NE	Chris	45.7	60.2	74
2006	Mymensingh	ND	SD3868	54.6	59.5	83
2006	Mymensingh	ND	ND04/3-20	51.4	57.8	86
2006	Mymensingh	ND	MT0415	51.2	60.1	74
2006	Mymensingh	ND	ND03/1-13	51.2	60.5	74
2006	Mymensingh	ND	CA902-704	51.1	61.5	75
2006	Mymensingh	ND	MN02252-A	51	60.6	74
2006	Mymensingh	ND	MN02255	50.6	60.3	69
2006	Mymensingh	ND	MN03358-4	50.6	60.3	66
2006	Mymensingh	ND	CA905-752	49.8	59.5	64
2006	Mymensingh	ND	SD3944	49.3	60.8	72
2006	Mymensingh	ND	MN02072-7	48.5	62.7	65
2006	Mymensingh	ND	SD3943	48.2	60.9	69
2006	Mymensingh	ND	2375	48	60.8	72
2006	Mymensingh	ND	SD3851	47.9	62.5	71
2006	Mymensingh	ND	NDSW0430	47.5	61.4	75
2006	Mymensingh	ND	NE-108-46	47.1	59.8	68
2006	Mymensingh	ND	NE-188-24	47	56.1	69
2006	Mymensingh	ND	98S0051-1-14	46.5	61	68
2006	Mymensingh	ND	MN03306-1	46.4	60.4	66
2006	Mymensingh	ND	BW864	46.3	61	69
2006	Mymensingh	ND	CA905-751	46.3	56.9	66
2006	Mymensingh	ND	ND04/3-21	46.1	61.4	68
2006	Mymensingh	ND	ND04/3-18	45	60.6	70
2006	Mymensingh	ND	Verde	44.4	59	71
2006	Mymensingh	ND	98S0113-20-23	44	62.1	64
2006	Mymensingh	ND	05MSP5	43.9	60.9	75
2006	Mymensingh	ND	ND04/3-19	42.6	57.9	74
2006	Mymensingh	ND	WA007998	42.3	58	67
2006	Mymensingh	ND	BZ901-543W	42.2	60.2	69
2006	Mymensingh	ND	PT436	42.2	60.3	82
2006	Mymensingh	ND	NDSW0449	42	59.2	77
2006	Mymensingh	ND	BW342	41.4	60.9	77
2006	Mymensingh	ND	SD4001	41	60.4	71
2006	Mymensingh	ND	MT0416	40.9	60.6	69
2006	Mymensingh	ND	99S0362-21	39.9	60.9	60
2006	Mymensingh	ND	Keene	39.8	59.7	89
2006	Mymensingh	ND	BW379	38.6	62	68
2006	Mymensingh	ND	Chris	37.3	60.2	88
2006	Mymensingh	ND	NDSW0481	37.3	57.9	72
2006	Mymensingh	ND	Marquis	36.8	59.1	108
2006	Casselton	ND	WA007998	83.7	60.7	75
2006	Casselton	ND	MT0415	82.5	63	77
2006	Casselton	ND	MN02255	81.3	63.6	77
2006	Casselton	ND	SD3868	80.8	62.5	84
2006	Casselton	ND	MT0416	80.4	63.1	77
2006	Casselton	ND	ND04/3-19	78.6	62.5	77
2006	Casselton	ND	Verde	78.2	62.7	76
2006	Casselton	ND	MN02252-A	77.8	63.5	82
2006	Casselton	ND	SD3851	77.3	64.7	77
2006	Casselton	ND	BZ901-543W	77	62.1	76
2006	Casselton	ND	SD3944	76.6	62.6	75
2006	Casselton	ND	NE-188-24	75.5	59.3	73
2006	Casselton	ND	MN03358-4	74.4	63.3	71
2006	Casselton	ND	98S0113-20-23	74.1	62.9	68
2006	Casselton	ND	05MSP5	74.1	63.7	72
2006	Casselton	ND	NDSW0481	73.9	62.8	80
2006	Casselton	ND	BW342	73.9	63.4	85
2006	Casselton	ND	ND03/1-13	73.1	63.7	80
2006	Casselton	ND	SD4001	72.8	64.1	76
2006	Casselton	ND	ND04/3-18	72.8	64.7	76
2006	Casselton	ND	BW864	72.8	63.8	78
2006	Casselton	ND	NDSW0449	72.6	63.1	82
2006	Casselton	ND	98S0051-1-14	72.5	63.4	74
2006	Casselton	ND	MN02072-7	71.7	64.5	74
2006	Casselton	ND	MN03306-1	71.2	62.7	77
2006	Casselton	ND	2375	70.7	63.1	77
2006	Casselton	ND	Keene	70	63.1	91
2006	Casselton	ND	NE-108-46	70	62	77
2006	Casselton	ND	CA905-752	70	62.5	69
2006	Casselton	ND	ND04/3-21	69.8	64.5	76
2006	Casselton	ND	CA902-704	69.2	64.4	79
2006	Casselton	ND	99S0362-21	69.1	63.3	68
2006	Casselton	ND	NDSW0430	68.6	64.2	77
2006	Casselton	ND	PT436	68.5	62.5	83
2006	Casselton	ND	BW379	66.5	64.2	80
2006	Casselton	ND	CA905-751	65.9	60.7	70
2006	Casselton	ND	ND04/3-20	61.9	62.3	80
2006	Casselton	ND	Chris	58.8	61.5	97
2006	Casselton	ND	Marquis	56.9	62	100
2006	Casselton	ND	SD3943	51.7	63.1	72
2006	Nilphamari	ND	MN02255	80	61.2	91
2006	Nilphamari	ND	MN03358-4	80	61	96
2006	Nilphamari	ND	NE-188-24	77.5	56.4	91
2006	Nilphamari	ND	Verde	76.5	60.5	91
2006	Nilphamari	ND	SD3868	75.2	60.3	108
2006	Nilphamari	ND	MN02252-A	75	60.8	95
2006	Nilphamari	ND	NDSW0430	72.8	61.3	94
2006	Nilphamari	ND	ND04/3-20	71.7	60	107
2006	Nilphamari	ND	MN02072-7	71	62.2	82
2006	Nilphamari	ND	NE-108-46	71	58.9	88
2006	Nilphamari	ND	SD3851	71	62.6	94
2006	Nilphamari	ND	2375	70.6	61.3	100
2006	Nilphamari	ND	ND03/1-13	70.5	61.7	97
2006	Nilphamari	ND	BW379	69.6	62.1	92
2006	Nilphamari	ND	CA905-751	69.3	58.7	79
2006	Nilphamari	ND	ND04/3-21	68.9	62.5	93
2006	Nilphamari	ND	ND04/3-18	68.7	62.7	94
2006	Nilphamari	ND	98S0051-1-14	68.5	61.6	87
2006	Nilphamari	ND	BZ901-543W	68.5	59.7	96
2006	Nilphamari	ND	99S0362-21	68.3	61.8	80
2006	Nilphamari	ND	ND04/3-19	68.3	60.3	92
2006	Nilphamari	ND	MN03306-1	67.8	61.3	94
2006	Nilphamari	ND	SD3943	67.7	60.7	93
2006	Nilphamari	ND	05MSP5	67.4	60.5	93
2006	Nilphamari	ND	BW864	67.1	61.3	90
2006	Nilphamari	ND	SD4001	67.1	61	101
2006	Nilphamari	ND	SD3944	66.9	60.1	98
2006	Nilphamari	ND	CA905-752	66.8	59.1	81
2006	Nilphamari	ND	BW342	66.6	61.8	97
2006	Nilphamari	ND	NDSW0481	65.6	60.6	100
2006	Nilphamari	ND	MT0416	64.9	59.7	90
2006	Nilphamari	ND	CA902-704	64.2	62.9	89
2006	Nilphamari	ND	WA007998	63.3	57.7	90
2006	Nilphamari	ND	98S0113-20-23	63.1	60.7	78
2006	Nilphamari	ND	PT436	62	60.4	71
2006	Nilphamari	ND	MT0415	61.8	60	95
2006	Nilphamari	ND	Keene	59.8	60.2	118
2006	Nilphamari	ND	NDSW0449	55.8	60.7	96
2006	Nilphamari	ND	Chris	47.2	59.6	116
2006	Nilphamari	ND	Marquis	47	60.6	121
2006	Kishorganj	ND	MN02255	60.4	62.8	71
2006	Kishorganj	ND	SD3868	58.9	61.4	83
2006	Kishorganj	ND	MN03358-4	58.5	62.4	67
2006	Kishorganj	ND	ND04/3-19	54.6	61.6	72
2006	Kishorganj	ND	MN02252-A	54.6	62.6	73
2006	Kishorganj	ND	ND04/3-18	52.8	64	71
2006	Kishorganj	ND	ND03/1-13	52.5	63.3	71
2006	Kishorganj	ND	NE-188-24	52.4	60.3	69
2006	Kishorganj	ND	MT0416	52.4	62.4	69
2006	Kishorganj	ND	ND04/3-20	52.2	61.4	83
2006	Kishorganj	ND	SD3943	51.1	62.3	70
2006	Kishorganj	ND	NE-108-46	50.4	61.8	66
2006	Kishorganj	ND	ND04/3-21	50.3	63.7	70
2006	Kishorganj	ND	MT0415	49.9	61.9	68
2006	Kishorganj	ND	SD3944	49.9	62	72
2006	Kishorganj	ND	SD3851	49.5	64.1	74
2006	Kishorganj	ND	WA007998	49.3	61	69
2006	Kishorganj	ND	98S0051-1-14	48.6	63.1	69
2006	Kishorganj	ND	BW864	48.6	63.1	67
2006	Kishorganj	ND	MN02072-7	48.5	63.6	66
2006	Kishorganj	ND	MN03306-1	48.5	63	63
